Action,Item Id,Main Category,Sub Categories,Item Code,Product Title,Product Description,UPC,Brand,Department,Type,Tag,List Price,Price,Inventory,Min Order Qty,Available,Large Image,Additional Images,Item Properties
add/edit,202474,Packaging,Packaging,N50_KALIKA_BUBBLES3,"BUBBLE SHEETS 1MX100MTR ,01ROLL of 100 mtr 51 micron",,24141601,,,,,14.48,14.48,1397400,100,YES,/kalika-images/BB.jpg,,"GSM - 51, Lead_Time - 7, Length - 100 mtr, Material - LDPE only, Recycle - 1, Sys_Num_Images - 1, Unit_of_Measure - EA, Width - 850 mm"
add/edit,202476,Facility Maintenance,Facility Maintenance,N71KALSSWIREROPE1,SS WIRE ROPE  1MM (20 MTR) WITH TEST CERTIFICATE,"<div><p><b>Usha Martin is known for manufacturing one of the widest range of wire rope products in the world. Usha Martin rope application spread all over the world is a testimony of its high quality products and services.The ropes manufactured by Usha Martin are today serving some of the most critical applications across diversified industrial segments. These wire rope products have promptly delighted its users for its high quality and long life.Some of the wire rope manufactured by Usha Martin include&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</b></p>
<p>&nbsp;</p>
<p><b>Crane Rope</b></p>
<p><b>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Usha Martin crane rope is designed to provide longer life, less downtime, and superior resistance to bending fatigue for lifting applications and adverse working conditions.</b></p>
<p>&nbsp;</p>
<p><b>Usha Martin&rsquo;s Crane rope finds application in the following areas:</b></p>
<p><b>Ship-to-Shore/Quay Rubber tyre gantry crane Rail mounted gantry crane Mobile harbor cranes Offshore cranes</b></p>
<p><b>Floating cranes Tower cranes</b></p>
<p><b>T</b><b>ruck mounted cranes Pickup cranes</b></p>
<p><b>Crawler cranes EOT/Overhead cranes Piling rigs</b></p></div>",311626,Usha Martin,,,,15,15,1000,20,YES,/kalika-images/SS.jpg,,"Diameter - 1 mm, Grade - : IS:2266 (2002), Lead_Time - 7, Material - Stainless Steel, Std._Length - 20 METER, Sys_Discount_Group - Not Discounted, Sys_Num_Images - 1, Tensile_Strength - : 1770 N/mm sq. as per IS:2266 (2002), Type_of_Product - : Round strand steel flexible wire rope, Unit_of_Measure - MTR"
add/edit,202477,Facility Maintenance,Facility Maintenance,N71KALSSWIREROPE2,SS WIRE ROPE  2MM (20 MTR) WITH TEST CERTIFICATE,"<div class=""tab-section-body col-md-12"">
<div class=""tab-content"">
<div id=""home"" class=""tab-pane fade in active"">
<div>
<p><b>Usha Martin is known for manufacturing one of the widest range of wire rope products in the world. Usha Martin rope application spread all over the world is a testimony of its high quality products and services.The ropes manufactured by Usha Martin are today serving some of the most critical applications across diversified industrial segments. These wire rope products have promptly delighted its users for its high quality and long life.Some of the wire rope manufactured by Usha Martin include&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</b></p>
<p>&nbsp;</p>
<p><b>Crane Rope</b></p>
<p><b>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Usha Martin crane rope is designed to provide longer life, less downtime, and superior resistance to bending fatigue for lifting applications and adverse working conditions.</b></p>
<p>&nbsp;</p>
<p><b>Usha Martin&rsquo;s Crane rope finds application in the following areas:</b></p>
<p><b>Ship-to-Shore/Quay Rubber tyre gantry crane Rail mounted gantry crane Mobile harbor cranes Offshore cranes</b></p>
<p><b>Floating cranes Tower cranes</b></p>
<p><b>T</b><b>ruck mounted cranes Pickup cranes</b></p>
<p><b>Crawler cranes EOT/Overhead cranes Piling rigs</b></p>
</div>
</div>
</div>
</div>",311626,Usha Martin,,,,21,21,1000,20,YES,/kalika-images/SS.jpg,,"Diameter - 2 mm, Grade - : IS:2266 (2002), Lead_Time - 7, Material - Stainless Steel, Std._Length - 20 METER, Sys_Discount_Group - Not Discounted, Sys_Num_Images - 1, Tensile_Strength - : 1770 N/mm sq. as per IS:2266 (2002), Type_of_Product - : Round strand steel flexible wire rope, Unit_of_Measure - MTR"
add/edit,202478,Facility Maintenance,Facility Maintenance,N71KALSSWIREROPE4,SS WIRE ROPE  4MM (20 MTR) WITH TEST CERTIFICATE,"<div class=""tab-section-body col-md-12"">
<div class=""tab-content"">
<div id=""home"" class=""tab-pane fade in active"">
<p><b>Usha Martin is known for manufacturing one of the widest range of wire rope products in the world. Usha Martin rope application spread all over the world is a testimony of its high quality products and services.The ropes manufactured by Usha Martin are today serving some of the most critical applications across diversified industrial segments. These wire rope products have promptly delighted its users for its high quality and long life.Some of the wire rope manufactured by Usha Martin include&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</b></p>
<p>&nbsp;</p>
<p><b>Crane Rope</b></p>
<p><b>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Usha Martin crane rope is designed to provide longer life, less downtime, and superior resistance to bending fatigue for lifting applications and adverse working conditions.</b></p>
<p>&nbsp;</p>
<p><b>Usha Martin&rsquo;s Crane rope finds application in the following areas:</b></p>
<p><b>Ship-to-Shore/Quay Rubber tyre gantry crane Rail mounted gantry crane Mobile harbor cranes Offshore cranes</b></p>
<p><b>Floating cranes Tower cranes</b></p>
<p><b>T</b><b>ruck mounted cranes Pickup cranes</b></p>
<p><b>Crawler cranes EOT/Overhead cranes Piling rigs</b></p>
</div>
</div>
</div>",311626,Usha Martin,,,,38,38,1000,20,YES,/kalika-images/SS.jpg,,"Diameter - 4 mm, Grade - : IS:2266 (2002), Lead_Time - 7, Material - Stainless Steel, Std._Length - 20 METER, Sys_Discount_Group - Not Discounted, Sys_Num_Images - 1, Tensile_Strength - : 1770 N/mm sq. as per IS:2266 (2002), Type_of_Product - : Round strand steel flexible wire rope, Unit_of_Measure - MTR"
add/edit,202479,Facility Maintenance,Facility Maintenance,N71KALSSWIREROPE6,SS WIRE ROPE  6MM (20 MTR) WITH TEST CERTIFICATE,"<div class=""tab-section-body col-md-12"">
<div class=""tab-content"">
<div id=""home"" class=""tab-pane fade in active"">
<div>
<p><b>Usha Martin is known for manufacturing one of the widest range of wire rope products in the world. Usha Martin rope application spread all over the world is a testimony of its high quality products and services.The ropes manufactured by Usha Martin are today serving some of the most critical applications across diversified industrial segments. These wire rope products have promptly delighted its users for its high quality and long life.Some of the wire rope manufactured by Usha Martin include&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</b></p>
<p>&nbsp;</p>
<p><b>Crane Rope</b></p>
<p><b>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Usha Martin crane rope is designed to provide longer life, less downtime, and superior resistance to bending fatigue for lifting applications and adverse working conditions.</b></p>
<p>&nbsp;</p>
<p><b>Usha Martin&rsquo;s Crane rope finds application in the following areas:</b></p>
<p><b>Ship-to-Shore/Quay Rubber tyre gantry crane Rail mounted gantry crane Mobile harbor cranes Offshore cranes</b></p>
<p><b>Floating cranes Tower cranes</b></p>
<p><b>T</b><b>ruck mounted cranes Pickup cranes</b></p>
<p><b>Crawler cranes EOT/Overhead cranes Piling rigs</b></p>
</div>
<p>&nbsp;</p>
</div>
</div>
</div>
<div class=""item-secondary col-md-12"">
<div class=""inner-socket"">&nbsp;</div>
</div>
<div class=""recentItemmobileHide"">
<div id=""recentItems"" class=""filter availablePreorder recentDesk"" data-vid=""$vendorSettingsDTO.vendorId"">
<div class=""item-secondary"">&nbsp;</div>
</div>
</div>",311626,Usha Martin,,,,88,88,1000,20,YES,/kalika-images/SS.jpg,,"Diameter - 6 mm, Grade - : IS:2266 (2002), Lead_Time - 7, Material - Stainless Steel, Std._Length - 20 METER, Sys_Discount_Group - Not Discounted, Sys_Num_Images - 1, Tensile_Strength - : 1770 N/mm sq. as per IS:2266 (2002), Type_of_Product - : Round strand steel flexible wire rope, Unit_of_Measure - MTR"
add/edit,202480,Facility Maintenance,Facility Maintenance,N71KALSSWIREROPE8,SS WIRE ROPE  8MM (20 MTR) WITH TEST CERTIFICATE,"<div>
<p><b>&nbsp; &nbsp; &nbsp; Usha Martin is known for manufacturing one of the widest range of wire rope products in the world. Usha Martin rope application spread all over the world is a testimony of its high quality products and services.The ropes manufactured by Usha Martin are today serving some of the most critical applications across diversified industrial segments. These wire rope products have promptly delighted its users for its high quality and long life.Some of the wire rope manufactured by Usha Martin include&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; </b></p>
<p><b>Crane Rope </b></p>
<p><b>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Usha Martin crane rope is designed to provide longer life, less downtime, and superior resistance to bending fatigue for lifting applications and adverse working conditions. </b></p>
<p>&nbsp;</p>
<p><b>Usha Martin&rsquo;s Crane rope finds application in the following areas:</b></p>
<p><b> Ship-to-Shore/Quay Rubber tyre gantry crane Rail mounted gantry crane Mobile harbor cranes Offshore cranes </b></p>
<p><b>Floating cranes Tower cranes </b></p>
<p><b>T</b><b>ruck mounted cranes Pickup cranes </b></p>
<p><b>Crawler cranes EOT/Overhead cranes Piling rigs</b></p>
</div>",311626,Usha Martin,,,,142,142,1000,20,YES,/kalika-images/SS.jpg,,"Diameter - 8 mm, Grade - : IS:2266 (2002), Lead_Time - 7, Material - Stainless Steel, Std._Length - 20 METER, Sys_Discount_Group - Not Discounted, Sys_Num_Images - 1, Tensile_Strength - : 1770 N/mm sq. as per IS:2266 (2002), Type_of_Product - : Round strand steel flexible wire rope, Unit_of_Measure - MTR"
add/edit,202481,Facility Maintenance,Facility Maintenance,N71KALSSWIRECLAMP4,SS WIRE ROPE CLAMP 4MM,"<div><p><b>Features:</b></p>
<p><b>Accurate in size</b></p>
<p><b>Steel body</b></p>
<p><b>Strong and robust finish</b></p></div>",311626,Usha Martin,,,,54,54,1000,20,YES,/kalika-images/SS8.png,,"Lead_Time - 7, Material - Stainless Steel, Size - 4 mm, Sys_Discount_Group - Not Discounted, Sys_Num_Images - 1, Unit_of_Measure - EA"
add/edit,202482,Facility Maintenance,Facility Maintenance,N71KALSSWIRECLAMP6,SS WIRE ROPE CLAMP 6MM,"<div><p><b>Features:</b></p>
<p><b>Accurate in size</b></p>
<p><b>Steel body</b></p>
<p><b>Strong and robust finish</b></p></div>",311626,Usha Martin,,,,79,79,1000,20,YES,/kalika-images/SS1.png,,"Lead_Time - 7, Material - Stainless Steel, Size - 6 mm, Sys_Discount_Group - Not Discounted, Sys_Num_Images - 1, Unit_of_Measure - EA"
add/edit,202483,Facility Maintenance,Facility Maintenance,N71KALSSWIRECLAMP8,SS WIRE ROPE CLAMP 8MM,"<div><p><b>Features:</b></p>
<p><b> Accurate in size </b></p>
<p><b>Steel body </b></p>
<p><b>Strong and robust finish</b></p></div>",311626,Usha Martin,,,,110,110,1000,20,YES,/kalika-images/SS1.png,,"Lead_Time - 7, Material - Stainless Steel, Size - 8 mm, Sys_Discount_Group - Not Discounted, Sys_Num_Images - 1, Unit_of_Measure - EA"
add/edit,202485,Pneumatics ,"Pneumatics ,Home,System,menu1,Shop",N36SWITCHSPS-8WP,SANWA DENKI PRESSURE SWITCH TYPE-SPS-8WP,,232110,,,,,87832.8,87832.8,100,0,YES,"/kalika-images/SANWA_DENKI_Pressure_Switch_SPS-8WP-PA-26_(ON1_3MPa,_OFF1_6MPa_(2).jpg",,"Sys_Discount_Group - Not Discounted, Sys_Num_Images - 1"
add/edit,202486,Ear Muffs,"Ear Muffs,Home,System,menu1,Shop,Safety,PPE",N69PC-001-0005,"3M  Ear Plugs 1110 Corded Foam, Noise Reduction","<div>
<ul>
<li><span class=""a-list-item"">For Ear Protection, Travel noise reduction, Meditation, Sleeping Earplugs</span></li>
<li><span class=""a-list-item"">Corded for convenience and to prevent loss of earplugs</span></li>
<li><span class=""a-list-item"">Smooth, dirt resistant surface for hygiene</span></li>
<li><span class=""a-list-item"">Comfortable for a wide range of ear canal sizes</span></li>
<li><span class=""a-list-item"">Noise Reducing Rating: 29 decibels</span></li>
</ul>
</div>",46181901,,,,,7.35,7.35,200000,250,YES,"/kalika-images/0c02b131-4de4-4022-a349-89d22406f751._SR285,285_.jpg",,"COLOR - Orange, Lead_Time - 10, STD._PKG. - 500 nos, Sys_Discount_Group - Not Discounted, Sys_Num_Images - 1, Unit_of_Measure - EA"
add/edit,202487,"Adhesives, Sealants & Tape","Adhesives, Sealants & Tape",N52-SEALANT-DOW732,SEALANT RTV DOW CORNING 732 (300 ML),"<div>
<ul class=""m_1927357845455649470gmail-a-unordered-list m_1927357845455649470gmail-a-vertical m_1927357845455649470gmail-a-spacing-none"">
<li><b><span class=""m_1927357845455649470gmail-a-list-item"">RTV silicone sealant</span></b></li>
<li><b><span class=""m_1927357845455649470gmail-a-list-item"">General purpose Industrial silicone adhesive/sealant</span></b></li>
<li><b><span class=""m_1927357845455649470gmail-a-list-item"">Complies with MIL-A-46106 and FDA 177.2600.</span></b></li>
<li><b><span class=""m_1927357845455649470gmail-a-list-item"">Acetic cure and hence can corrode substrates</span></b></li>
<li><b><span class=""m_1927357845455649470gmail-a-list-item"">540% elongation &amp; hardness 25 Shore A after full curing.</span></b></li>
</ul>
</div>",312016,,,,,0,0,,,NO,/kalika-images/noimage.jpg,,Sys_Num_Images - 2
add/edit,202488,"Adhesives, Sealants & Tape","Adhesives, Sealants & Tape",N39MISC9991525,SEALANT RTV DOW CORNING 732 (300 ML),"<div>
<ul class=""a-unordered-list a-vertical a-spacing-none"">
<li><span class=""a-list-item"">Clear general purpose silicone adhesive/sealant</span></li>
<li><span class=""a-list-item"">One-component adhesive/sealant that is easy to apply</span></li>
<li><span class=""a-list-item"">Non-sag, paste consistency that cures to a tough, flexible rubber</span></li>
<li><span class=""a-list-item"">Acetoxy cure system that cures at room temperature when exposed to moisture in the air</span></li>
<li><span class=""a-list-item"">Adheres to glass, metal, porcelain, ceramic, painted surfaces, non-oily woods, many plastics and rubbers</span></li>
</ul>
</div>",312016,,,,,290,290,500,0,YES,/kalika-images/s-l640.jpg,,"Sys_Num_Images - 1, Unit_of_Measure - EA"
add/edit,202489,Abrasives,"Abrasives,Home,System,menu1,Shop",N3112SHI201005,Needle Grinding Wheel Tip CXY220K7V104 (72) 570 X 55 X 254,,23131503,,,,,79781,79781,100,0,YES,/kalika-images/Noritake-Life-King-Grinding-Wheel.jpg,,"Sys_Discount_Group - Not Discounted, Sys_Num_Images - 1"
add/edit,202491,Abrasives,"Abrasives,Home,System,menu1,Shop",N3112SHI201004,Needle Grinding wheel Match CXY220K7V104 (72) 570 X 32 X 254,,23131503,,,,,59981,59981,100,0,YES,/kalika-images/Noritake-Life-King-Grinding-Wheel.jpg,,Sys_Num_Images - 1
add/edit,202492,MOTOR,"MOTOR,Home,System,menu1,Shop,Mechanical Power Transmission",N36LMKTS25-38-6PUMP,Knoll Screw Pump 25-38-T Type: KTS 25-38-T Material no.: 14032 Pump with free shaft end,"<div>
<p><a title=""Knoll pump TDS"" href=""https://www.knoll-mb.de/fileadmin/Home/Pumpen/Schraubenspindelpumpe_KTS/KNOLL-Data-sheet-Pumps-Screw-pump-KTS-EN.pdf"" target=""_blank"" rel=""noopener"">knoll pumps tds</a></p>
</div>",40151503,,,,,258910,258910,100,0,YES,/kalika-images/knoll.jpg,,"Lead_Time - 4-5 weeks, Sys_Discount_Group - Not Discounted, Sys_Num_Images - 1, UNSPSC - 40151503"
add/edit,202493,Hand & Power Tools,"Hand & Power Tools,Home,System,menu1,Shop",N37EM-037-0007,LEISTER MAKE HOT AIR BLOWER OF VULCAN SYSTEM 3X400 /11kW (ITEM CODE 140.463),,27112701,,,,,305210,305210,98,1,YES,/kalika-images/image001_(2).png,,"Sys_Num_Images - 1, UNSPSC - 27112701, Sys_Discount_Group - Not Discounted"
add/edit,202495,Air Compression Equipment ,"Air Compression Equipment ,Home,System,menu1,Shop,Pneumatics ",N35-C3390-A3,"BASSO MAKE COIL NAILER GUN, MODEL - C 33/90-A3","<div class=""title"">Specification</div>
<div class=""txt""><br />
<div class=""list_box"">
<table border=""1"" width=""100%"">
<tbody>
<tr>
<td align=""center"" bgcolor=""#666666"" width=""15%""><span style=""color: #ffffff; font-size: small;""><b>Model</b></span></td>
<td align=""center"" bgcolor=""#002E73"" width=""14%""><b><span style=""color: #ffffff; font-size: small;"">C33/90-A3</span></b></td>
</tr>
<tr>
<td align=""center"">Weight-kg (lbs)</td>
<td align=""center"">Mg: 3.6 (7.9)</td>
</tr>
<tr>
<td align=""center"" bgcolor=""#DBDBDB"">Fastener capacity</td>
<td align=""center"" bgcolor=""#DBDBDB"">200~ 300</td>
</tr>
<tr>
<td align=""center"">Magazine Type</td>
<td align=""center"">Flat</td>
</tr>
<tr>
<td align=""center"" valign=""middle"" bgcolor=""#DBDBDB"">Pitch (mm)</td>
<td align=""center"" valign=""bottom"" bgcolor=""#DBDBDB"">W:8.0</td>
</tr>
<tr>
<td align=""center"" valign=""bottom"" bgcolor=""#FFFFFF"">LxWxH (mm)</td>
<td align=""center"" valign=""bottom"" bgcolor=""#FFFFFF"">385 x 143 x 370</td>
</tr>
</tbody>
</table>
</div>
</div>",27112716,,,,,27550,27550,150,1,YES,/kalika-images/BASSO.jpg,,"Sys_Num_Images - 1, Sys_Discount_Group - Not Discounted, Unit_of_Measure - EA"
add/edit,202496,Measuring Instruments & Tools,"Measuring Instruments & Tools,Home,System,menu1,Shop",N36EG-012-0302,COMPASS NEEDLE,,2.02496E+11,,,,,320,320,100000,0,YES,/kalika-images/COMPASS.jpg,,"Sys_Num_Images - 1, Sys_Discount_Group - Not Discounted, UNSPSC - 27112108, Unit_of_Measure - EA"
add/edit,202497,MOTOR,"MOTOR,Home,System,menu1,Shop,Mechanical Power Transmission",N35SUBPMPKO0017,Kirloskar make open well pump Model - KOS-325,"<div>
<div style=""text-align: center;""><b>3 h.p. 3 phase,&nbsp;</b></div>
<div style=""text-align: center;""><b>Size -65 mm X&nbsp; 50 mm</b></div>
<div style=""text-align: center;""><b>Total head range - 12 mtr&nbsp; to&nbsp; &nbsp;28 mtr</b></div>
<div style=""text-align: center;""><b>Discharge range - 8.8 lps&nbsp; to&nbsp; 3.2 lps</b></div>
<p><b>Features</b></p>
<ul>
<li><b>Designed for underwater applications. No need for priming and foot valve</b></li>
<li><b>Easy installation - Foundation and installation platform or pump house not required</b></li>
<li><b>Can withstand wide voltage fluctuations from 200 - 440 Volts</b></li>
<li><b>Water shower arrangement for out of water applications</b></li>
<li><b>Designed to prevent overloading and motor burnout</b></li>
<li><b>Dynamically balanced rotating parts to ensure minimum vibrations during running</b></li>
<li><b>Replaceable wearing parts and hence longer life</b></li>
<li><b>Easy maintenance and spares availability</b></li>
<li><b>CED coated cast iron components for rust free &amp; longer life</b></li>
</ul>
<p>&nbsp;</p>
<p><b>APPLICATIONS</b></p>
<ul>
<li><b>Small and heavy duty dewatering applications in</b></li>
<li><b>Submerged pump in wells, pumps, and water tanks</b></li>
<li><b>Gardening and sprinklers / conventional irrigation</b></li>
</ul>
<p>&nbsp;</p>
<p><b>Construction Material</b></p>
<ul>
<li><b>Impeller: Cast Iron</b></li>
<li><b>Motor Body: Cast Iron</b></li>
<li><b>Delivery Casing: Cast Iron</b></li>
<li><b>Shaft : Stainless Steel</b></li>
</ul>
</div>",2321,KIRLOSKAR,,,,16104.34,16104.34,500,0,YES,/kalika-images/Kirloskar_Open_Well_Submersible_KOS_325_Plus-500x554.jpg,,"Sys_Num_Images - 1, Sys_Discount_Group - Not Discounted, HP - 3 HP, SIZE - 65mmX50mm, Head_Type - 12 MTR To 28MTR, Diameter - 8.8 lps  to  3.2 lps, Model - KOS-325+"
add/edit,202498,Bearings,"Bearings,Home,System,menu1,Shop,Mechanical Power Transmission",N40EG-003-0070,Ss Bearing Ball 8mm,"<div><table width=""301"">
<tbody>
<tr>
<td width=""301"">Product Description</td>
</tr>
<tr>
<td>&nbsp;</td>
</tr>
<tr>
<td>Standard Grade Stainless Ball High Quality Graded 316 Stainless Steel Ball bearings made from AISI 316 Stainless Steel with a hardness . These are the same stainless 316 steel balls used to manufacture bearing assemblies and have a high duty and life cycle.&nbsp;</td>
</tr>
<tr>
<td>&nbsp;</td>
</tr>
<tr>
<td>Unhardened austenitic stainless steel with good corrosion resistance to sea water, dilute nitric, sulphuric and acetic acids, photo chemicals, inks, bleaches, dyes etc. Can be machined / drilled</td>
</tr>
</tbody>
</table></div>",99101001,,,,,4.5,4.5,10000000,500,YES,/kalika-images/bearing_ball.jpg,,"Sys_Num_Images - 1, Sys_Discount_Group - Not Discounted, UNSPSC - 99101001, Lead_Time - 7 days, Material - SS 304, Unit_of_Measure - EA"
add/edit,202499,Batteries,"Batteries,Home,System,menu1,Shop,Facility Maintenance,Electrical & Electronic Components ",N38-HMI2032,Maxell CR2032 220mAh 3V Lithium (LiMNO2) Coin Cell Battery,"<div><p><b>Approx. 2.5V operating voltage </b></p>
<p><b>Superior charge/discharge characteristics </b></p>
<p><b>Low self-discharge&nbsp; </b></p>
<p><b>S</b><b>uperior leakage resistance</b></p></div>",26111705,,,,,20,20,1000000,50,YES,/kalika-images/CR2032.jpg,,"Sys_Num_Images - 1, UNSPSC - 26111705, Lead_Time - 7 days, Model - 2032, Unit_of_Measure - EA"
add/edit,202500,Bearings,"Bearings,Home,System,menu1,Shop,Mechanical Power Transmission",N40SKSK1490001,"Hybrid bearings with ceramic balls, HY S 61904 CTA ABEC7 DUL, make - GMN","<div><p>&nbsp;</p>
<table class=""product-table"">
<tbody>
<tr>
<th>Part Number</th>
<td>HY S 61904 C TA</td>
</tr>
<tr>
<th>Bearing Size</th>
<td>61904</td>
</tr>
</tbody>
</table>
<h3>Bearing Dimensions</h3>
<table class=""product-table"">
<tbody>
<tr>
<th>Bore Diameter</th>
<td>d [mm]</td>
<td>20</td>
</tr>
<tr>
<th>Outer Diameter</th>
<td>D [mm]</td>
<td>37</td>
</tr>
<tr>
<th>Single Bearing Width</th>
<td>B [mm]</td>
<td>9</td>
</tr>
<tr>
<th>Pitch Circle Diameter</th>
<td>d<sub>m</sub>&nbsp;[mm]</td>
<td>28.5</td>
</tr>
<tr>
<th>Ball Diameter</th>
<td>D<sub>w</sub>&nbsp;[mm]</td>
<td>4.76</td>
</tr>
<tr>
<th>OD Inner Ring</th>
<td>d<sub>1</sub>&nbsp;[mm]</td>
<td>25.1</td>
</tr>
<tr>
<th>ID Outer Ring</th>
<td>D<sub>1</sub>&nbsp;[mm]</td>
<td>31.9</td>
</tr>
<tr>
<th>ID Outer Ring - Open Side</th>
<td>D<sub>2</sub>&nbsp;[mm]</td>
<td>33.2</td>
</tr>
<tr>
<th>Chamfer</th>
<td>r<sub>1,2</sub>&nbsp;[mm]</td>
<td>0.3</td>
</tr>
<tr>
<th>Chamfer - Open Side</th>
<td>r<sub>3,4</sub>&nbsp;[mm]</td>
<td>0.3</td>
</tr>
</tbody>
</table>
<p>&nbsp;</p></div>",31171531,,,,,18611.01,18611.01,10000,6,YES,/kalika-images/gnm.jpg,,"Sys_Num_Images - 1, Lead_Time - 3-4 weeks, LOGO - Germany, UNSPSC - 31171531"
add/edit,202501,Electrical & Electronic Components ,"Electrical & Electronic Components ,Home,System,menu1,Shop,Facility Maintenance",N38SIEMSIMSHW002,"SIEMENS MAKE SIMODRIVE , E/R MODULE, 80/104KW, 6SN1145-1BB00-0EA1",,32150000,,,,,727499.03,727499.03,5,0,YES,/kalika-images/SIMO.png,,"Sys_Num_Images - 1, Sys_Discount_Group - Not Discounted, UNSPSC - 32150000, Lead_Time - 30-45 DAYS"
add/edit,202502,Electrical & Electronic Components ,"Electrical & Electronic Components ,Home,System,menu1,Shop,Facility Maintenance",N38SHW010184,Siemens make CONTROL CARD 6SN1118-0DM33-0AA2,"<div>
<p><b>Basic version with sinusoidal voltage signals and the possibility of connecting absolute encoders with EnDat interface.</b></p>
<p><b>Additionally with evaluation for 2 direct measuring systems with sinusoidal</b><br /><b>voltage signals and the possibility of connecting absolute encoders with</b><br /><b>EnDat interface and SSI interface</b></p>
</div>",3215,SIEMENS,,,,215700.84,215700.84,100,0,YES,/kalika-images/s-l300.jpg,,"Sys_Num_Images - 1, Sys_Discount_Group - Not Discounted, Model - 6SN1118-0DM33-0AA2"
add/edit,202503,Electrical & Electronic Components ,"Electrical & Electronic Components ,Home,System,menu1,Shop,Facility Maintenance",N38FNUK50S01,Fanuc make axis servo amplifier for Pegard 1 machine.Type:A06B-6058-H101,"<div>
<h3><b>Key Features</b></h3>
<p>&nbsp;</p>
<ul>
<li><b>modular structure with &alpha;iPS (power supply), &alpha;iSP (spindle amplifier), and &alpha;iSV (servo amplifier)&nbsp;</b></li>
<li><b>compact amplifier unit for 1 spindle &amp; 3 axes</b></li>
<li><b>built-in Leakage Detection function&nbsp;</b></li>
<li><b>Safe Torque Off function in servo and spindle amplifier&nbsp;</b></li>
<li><b>quick maintenance by circuit board and fan replacement without disassembly&nbsp;</b></li>
<li><b>75/100kW spindle amplifier (400V) with high efficient SIC (silicon carbide) power circuit available&nbsp;</b></li>
<li><b>Various power supply modules &alpha;iPSs with sinusoidal input &ndash; stabilized DC link&nbsp;</b></li>
<li><b>SSM modules for voltage protection of spindle and servo amplifier</b></li>
</ul>
<p><b>Featuring power source regeneration and low power loss devices, this is the energy efficient solution. Built using a modular structure with &alpha;iPS (power supply), &alpha;iSP (spindle amplifier) and &alpha;iSV (servo amplifier), these models come with built-in leakage detection functionality and a safe torque off function in the servo and spindle amplifier. Maintenance is easy. Replacing the circuit board and fan does not require disassembly.</b></p>
</div>",3215,FANUC,,,,366300,366300,100,1,YES,/kalika-images/FANUC_A06B-6107-H002.jpg,,"Sys_Num_Images - 1, Sys_Discount_Group - Not Discounted, UNSPSC - 3215"
add/edit,202504,Electrical & Electronic Components ,"Electrical & Electronic Components ,Home,System,menu1,Shop,Facility Maintenance",N38GNCSIEMENS14,"SIEMENS LT MODULE, 160A, 6SN1123-1AA01-0FA1",,3215,SIEMENS,,,,325867.62,325867.62,,,YES,/kalika-images/29416725_2.jpg,,"Sys_Num_Images - 1, Sys_Discount_Group - Not Discounted, TYPE - Simodrive 6SN1123-1AA01-0FA1, Power - 200A"
